worker_id,policy_id,zone,expected_income,actual_income,income_delta,delta_ratio,gps_offset_m,disruption_score,activity_score,claim_hour,is_duplicate,fraud_signals,is_fraud,population
9042,90423,south,173.3,93.64,79.65,0.4596,278.4,0.8665,0.8814,19,0,0,0,legit
1081,10812,north,80.0,37.79,42.21,0.5276,183.4,0.5751,0.5962,22,0,0,0,legit
8263,82631,west,167.36,9.21,158.15,0.945,12030.8,0.4134,0.134,3,0,4,1,fraud
1038,10382,south,147.99,63.45,84.54,0.5712,77.5,0.9272,0.6795,20,0,0,0,legit
5721,57212,south,162.22,35.36,126.85,0.782,108.9,0.6814,0.8492,19,0,0,0,legit
9256,92562,north,137.31,80.42,56.89,0.4143,24.8,0.8576,0.6276,10,0,0,0,legit
2345,23453,unknown,213.22,192.88,20.35,0.0954,17518.2,0.2566,0.1031,6,0,2,1,fraud
3534,35344,south,228.55,30.29,198.26,0.8675,2706.3,0.2678,0.0141,10,0,1,0,fraud
6933,69333,north,100.55,53.73,46.82,0.4656,288.1,0.1965,0.5306,12,0,1,0,legit
9255,92554,east,153.27,69.96,83.32,0.5436,21.9,0.8336,0.8335,12,0,0,0,legit
9478,94782,east,210.37,47.48,162.89,0.7743,145.2,0.4772,0.6789,19,0,0,0,legit
8350,83504,south,171.26,157.57,13.69,0.08,5813.7,0.0504,0.35,2,0,3,1,fraud
9962,99624,east,168.11,4.62,163.49,0.9725,5432.5,0.0658,0.2814,2,0,4,1,fraud
6702,67022,central,130.46,65.2,65.27,0.5003,0.0,0.5185,0.4583,11,0,0,0,legit
6477,64771,east,166.43,46.21,120.21,0.7223,0.0,0.6512,0.6917,17,0,0,0,legit
9279,92794,north,82.67,48.63,34.05,0.4118,0.0,0.7638,0.7951,20,0,0,0,legit
4187,41871,south,168.2,50.8,117.4,0.698,397.3,0.7669,0.7808,20,0,0,0,legit
7855,78553,central,138.83,77.07,61.76,0.4448,0.0,0.7198,0.8374,15,0,0,0,legit
5089,50892,south,128.14,50.14,78.0,0.6087,24.0,0.4012,0.798,19,0,0,0,legit
7386,73861,central,280.0,146.53,133.47,0.4767,0.0,0.8054,0.893,19,0,0,0,legit
9983,99834,north,114.42,55.51,58.91,0.5148,115.5,0.8678,0.8899,12,0,0,0,legit
1960,19602,central,158.92,71.0,87.92,0.5532,221.3,0.4772,0.6254,21,0,0,0,legit
6622,66224,south,201.94,139.53,62.41,0.3091,455.3,0.7017,0.7445,10,0,0,0,legit
3425,34254,north,124.81,86.47,38.34,0.3072,192.9,0.6769,0.7269,16,0,0,0,legit
2094,20943,east,217.48,130.63,86.85,0.3994,317.1,0.6832,0.7476,21,0,0,0,legit
8191,81914,east,188.59,87.88,100.71,0.534,107.9,0.753,0.3404,19,0,0,0,legit
2453,24532,south,174.62,38.85,135.78,0.7775,0.0,0.6344,0.9427,19,0,0,0,legit
7817,78172,west,255.71,117.42,138.3,0.5408,359.5,0.9638,0.9248,20,0,0,0,legit
6031,60311,west,226.85,82.57,144.28,0.636,0.0,0.4162,0.8062,12,0,0,0,legit
7274,72743,west,280.0,56.75,223.25,0.7973,193.2,0.8613,0.648,19,0,0,0,legit
2495,24951,east,119.7,45.64,74.06,0.6187,181.6,0.8884,0.8486,19,0,0,0,legit
1219,12194,unknown,100.24,3.42,96.82,0.9659,8849.2,0.2923,0.2278,11,0,2,1,fraud
6774,67743,south,246.33,3.09,243.24,0.9874,14775.8,0.0853,0.1468,1,0,5,1,fraud
6740,67402,south,171.49,52.0,119.49,0.6968,362.1,0.832,0.6046,16,0,0,0,legit
6533,65332,west,212.46,57.92,154.54,0.7274,0.0,0.938,0.9167,19,0,0,0,legit
5397,53972,west,100.92,93.43,7.49,0.0742,3509.8,0.3111,0.1409,6,0,1,0,fraud
5378,53783,west,252.24,81.34,170.9,0.6775,103.0,0.7128,0.6963,13,0,0,0,legit
4746,47464,north,204.6,122.17,82.43,0.4029,0.0,0.4511,0.6893,12,0,0,0,legit
4765,47652,unknown,143.45,19.41,124.05,0.8647,9516.9,0.1777,0.316,4,0,3,1,fraud
1359,13593,unknown,181.52,9.32,172.2,0.9486,5512.1,0.2441,0.0931,1,0,5,1,fraud
6321,63214,east,174.92,85.77,89.14,0.5096,103.0,0.5761,0.8442,10,0,0,0,legit
4833,48333,south,177.06,13.26,163.8,0.9251,5349.1,0.4013,0.0305,4,0,4,1,fraud
9517,95172,east,157.47,91.4,66.07,0.4196,264.8,0.5613,0.6391,11,0,0,0,legit
6391,63912,west,229.24,206.92,22.33,0.0974,13337.9,0.4275,0.1925,7,0,1,0,fraud
5344,53443,central,159.62,108.8,50.82,0.3184,107.7,0.6625,0.7622,11,0,0,0,legit
2394,23943,central,87.21,46.48,40.73,0.4671,115.9,0.7269,0.8535,21,0,0,0,legit
8308,83082,south,111.51,52.42,59.08,0.5299,0.0,0.3338,0.5525,11,0,0,0,legit
7552,75523,south,231.32,224.35,6.97,0.0301,12729.7,0.0254,0.0282,20,0,4,1,fraud
5382,53821,west,251.86,58.24,193.63,0.7688,241.2,0.9455,0.7855,21,0,0,0,legit
5140,51401,west,80.0,30.94,49.06,0.6133,0.0,0.5411,0.5329,13,0,0,0,legit
7619,76193,west,180.24,62.82,117.42,0.6515,62.2,0.9436,0.7359,9,0,0,0,legit
6929,69293,north,125.75,39.01,86.74,0.6898,41.3,0.838,0.6492,11,0,0,0,legit
3293,32932,west,93.19,36.48,56.71,0.6085,96.4,0.4474,0.8107,20,0,0,0,legit
3263,32633,south,165.33,109.36,55.97,0.3385,535.0,0.6137,0.9295,15,0,0,0,legit
5601,56014,west,127.31,30.57,96.74,0.7599,255.6,0.8724,0.6302,18,0,0,0,legit
4713,47131,east,176.3,53.67,122.63,0.6956,194.1,0.7829,0.8647,20,0,0,0,legit
6671,66714,central,157.92,31.93,125.99,0.7978,336.9,0.3994,0.6293,9,0,0,0,legit
6830,68304,north,201.6,131.64,69.97,0.347,198.5,0.7257,0.8749,19,0,0,0,legit
3061,30611,central,145.03,61.53,83.5,0.5757,368.4,0.7259,0.71,11,0,0,0,legit
6999,69992,south,190.63,172.15,18.48,0.097,15730.7,0.4572,0.0425,2,0,3,1,fraud
7529,75292,south,280.0,148.66,131.34,0.4691,314.7,0.7594,0.4286,13,0,0,0,legit
9755,97554,central,160.31,71.19,89.12,0.5559,111.5,0.3504,0.8826,11,0,0,0,legit
5620,56202,unknown,126.87,1.86,125.02,0.9854,12343.2,0.3524,0.1518,6,0,2,1,fraud
3217,32173,central,179.82,114.43,65.39,0.3636,281.0,0.8599,0.7238,20,0,0,0,legit
1539,15394,west,152.67,31.96,120.71,0.7906,0.0,0.9398,0.7342,13,0,0,0,legit
9542,95422,north,237.58,217.94,19.64,0.0827,3991.5,0.4018,0.0929,11,0,1,0,fraud
1967,19671,south,138.58,8.97,129.62,0.9353,4872.3,0.1915,0.1797,4,0,3,1,fraud
9533,95332,central,216.01,120.81,95.2,0.4407,0.0,0.9127,0.7437,21,0,0,0,legit
2688,26882,south,163.25,52.8,110.45,0.6766,0.0,0.6693,0.4849,12,0,0,0,legit
4738,47383,central,159.68,148.04,11.63,0.0728,12328.2,0.2419,0.1362,1,0,4,1,fraud
8022,80224,south,144.04,89.94,54.1,0.3756,187.8,0.6472,0.6338,18,0,0,0,legit
5686,56863,north,211.88,99.38,112.5,0.5309,252.2,0.9626,0.7352,20,0,0,0,legit
8783,87834,west,185.42,69.62,115.8,0.6245,325.7,0.8076,0.9033,11,0,0,0,legit
8921,89211,central,131.37,54.8,76.56,0.5828,18.9,0.5391,0.673,12,0,0,0,legit
7387,73873,south,191.29,52.7,138.59,0.7245,131.2,0.8176,0.7999,17,0,0,0,legit
5974,59744,north,152.93,78.41,74.53,0.4873,281.2,0.8787,0.8629,9,0,0,0,legit
8996,89963,west,217.37,25.97,191.4,0.8805,2114.1,0.2238,0.0268,2,0,3,1,fraud
5173,51731,north,280.0,160.76,119.24,0.4259,256.8,0.8555,0.4806,10,0,0,0,legit
3103,31034,north,90.05,86.45,3.61,0.04,4898.7,0.2233,0.1895,8,0,2,1,fraud
4026,40262,south,179.3,113.69,65.61,0.3659,115.2,0.574,0.9118,11,0,0,0,legit
1200,12002,north,248.09,95.68,152.42,0.6144,216.0,0.7399,0.7456,12,0,0,0,legit
6725,67254,east,167.86,15.07,152.78,0.9102,9512.5,0.4445,0.1156,6,0,2,1,fraud
5800,58004,north,135.27,87.33,47.94,0.3544,336.2,0.7599,0.7968,18,0,0,0,legit
5016,50164,central,256.66,16.09,240.57,0.9373,14909.8,0.1097,0.2427,1,0,4,1,fraud
4838,48381,east,272.94,184.13,88.81,0.3254,293.3,0.8651,0.6022,11,0,0,0,legit
5047,50473,east,194.67,101.23,93.45,0.48,0.0,0.6465,0.7877,20,0,0,0,legit
4307,43074,south,130.52,45.97,84.56,0.6478,273.9,0.8392,0.8616,19,0,0,0,legit
7590,75901,west,163.54,102.15,61.39,0.3754,394.1,0.7516,0.7514,20,0,0,0,legit
5185,51851,central,146.13,20.27,125.86,0.8613,8186.5,0.4053,0.0144,6,0,2,1,fraud
8040,80404,east,134.03,57.46,76.57,0.5713,476.5,0.4765,0.8317,11,0,0,0,legit
8674,86744,south,171.63,116.96,54.67,0.3185,89.8,0.7892,0.8601,21,0,0,0,legit
8145,81452,north,254.2,95.88,158.33,0.6228,111.8,0.7687,0.837,11,0,0,0,legit
5445,54451,north,150.62,137.98,12.64,0.0839,5024.4,0.0909,0.1238,7,0,3,1,fraud
1432,14321,central,133.12,129.42,3.71,0.0279,8025.4,0.2956,0.0659,17,0,3,1,fraud
3584,35843,unknown,174.26,163.37,10.89,0.0625,19420.5,0.3369,0.05,20,0,2,1,fraud
6859,68591,north,81.35,6.46,74.9,0.9207,14873.3,0.1612,0.0329,6,0,4,1,fraud
6471,64714,central,214.51,50.69,163.83,0.7637,6.4,0.6044,0.8017,19,0,0,0,legit
8239,82393,central,147.53,54.51,93.02,0.6305,235.7,0.7114,0.8961,21,0,0,0,legit
9622,96222,south,249.26,50.94,198.32,0.7956,0.0,0.8052,0.9261,19,0,0,0,legit
7956,79564,south,280.0,59.98,220.02,0.7858,102.2,0.73,0.6777,11,0,0,0,legit
4723,47231,north,280.0,257.01,22.99,0.0821,5014.0,0.2748,0.0469,11,0,2,1,fraud
8287,82874,east,172.67,83.8,88.87,0.5147,351.5,0.6235,0.7779,17,0,0,0,legit
8101,81011,north,150.33,84.57,65.76,0.4374,359.1,0.9639,0.6111,13,0,0,0,legit
7019,70193,central,226.4,152.51,73.89,0.3264,269.0,0.4551,0.3667,12,0,0,0,legit
7390,73902,west,185.22,167.46,17.76,0.0959,18310.3,0.3544,0.35,3,0,2,1,fraud
1592,15923,east,260.89,87.04,173.85,0.6664,154.7,0.7978,0.7283,20,0,0,0,legit
3266,32664,east,191.85,16.31,175.54,0.915,19446.3,0.2249,0.2125,3,0,3,1,fraud
1962,19624,central,129.64,76.64,53.0,0.4088,184.9,0.6443,0.691,11,0,0,0,legit
7403,74032,north,150.98,104.35,46.62,0.3088,288.2,0.6071,0.7438,13,0,0,0,legit
4227,42274,west,144.5,50.56,93.94,0.6501,136.9,0.7941,0.6888,19,0,0,0,legit
2274,22742,west,159.19,90.22,68.97,0.4332,379.6,0.7345,0.8554,21,0,0,0,legit
1546,15464,central,280.0,263.42,16.58,0.0592,2765.5,0.142,0.224,5,0,1,0,fraud
3355,33551,east,226.49,60.08,166.41,0.7347,124.3,0.7033,0.8645,17,0,0,0,legit
8178,81781,south,192.15,100.71,91.45,0.4759,0.0,0.7953,0.887,19,0,0,0,legit
7123,71231,east,119.43,42.82,76.61,0.6415,257.0,0.6771,0.9033,11,0,0,0,legit
4445,44454,north,203.2,41.74,161.46,0.7946,310.6,0.8213,0.7993,19,0,0,0,legit
5584,55842,east,111.47,33.31,78.15,0.7011,32.3,0.8616,0.774,11,0,0,0,legit
9655,96554,south,169.8,102.56,67.24,0.396,180.3,0.9081,0.7525,9,0,0,0,legit
2904,29044,west,169.71,15.2,154.51,0.9104,4914.2,0.4116,0.0167,4,0,2,1,fraud
8748,87482,south,196.58,69.41,127.17,0.6469,197.0,0.8152,0.8062,11,0,0,0,legit
5969,59691,north,280.0,121.48,158.52,0.5661,463.1,0.7113,0.7923,10,0,0,0,legit
3762,37622,west,143.38,39.91,103.47,0.7216,151.4,0.9535,0.9079,13,0,0,0,legit
7524,75243,central,134.13,32.94,101.19,0.7544,0.0,0.6134,0.8991,18,0,0,0,legit
4344,43442,south,154.26,82.46,71.8,0.4655,391.2,0.7171,0.7185,21,0,0,0,legit
5282,52822,north,98.5,65.06,33.44,0.3395,14.4,0.7349,0.6002,20,0,0,0,legit
6430,64304,central,205.95,78.75,127.2,0.6176,240.0,0.6819,0.8095,20,0,0,0,legit
9484,94842,central,122.04,50.32,71.72,0.5877,220.9,0.7134,0.7934,21,0,0,0,legit
1330,13301,west,190.15,89.85,100.3,0.5275,353.8,0.6482,0.6345,19,0,0,0,legit
4770,47702,west,234.84,55.69,179.15,0.7629,426.1,0.7853,0.7871,20,0,0,0,legit
2784,27843,south,155.73,10.14,145.59,0.9349,3219.0,0.3902,0.2713,1,0,2,1,fraud
7224,72241,west,99.0,65.68,33.33,0.3366,0.0,0.6149,0.9083,19,0,0,0,legit
6851,68513,west,124.01,29.45,94.56,0.7625,0.0,0.8309,0.912,18,0,0,0,legit
2064,20644,west,153.78,36.55,117.23,0.7624,0.0,0.6847,0.7084,11,0,0,0,legit
2178,21782,south,184.76,11.1,173.65,0.9399,6028.2,0.3869,0.0965,17,0,3,1,fraud
5968,59682,east,171.4,82.58,88.83,0.5182,483.3,0.711,0.8309,15,0,0,0,legit
2646,26461,south,172.59,109.72,62.87,0.3643,0.0,0.7065,0.8665,14,0,0,0,legit
6137,61371,south,280.0,84.05,195.95,0.6998,271.7,0.6453,0.6985,20,0,0,0,legit
5944,59442,north,242.22,90.37,151.85,0.6269,0.0,0.6463,0.9603,21,0,0,0,legit
6117,61173,north,163.04,69.27,93.78,0.5752,84.5,0.5113,0.6203,11,0,0,0,legit
4871,48713,west,280.0,162.05,117.95,0.4213,16.0,0.8607,0.9348,11,0,0,0,legit
5882,58824,east,195.79,182.56,13.24,0.0676,15504.4,0.0827,0.0965,22,0,3,1,fraud
7716,77164,south,153.71,51.43,102.28,0.6654,412.0,0.8446,0.7412,19,0,0,0,legit
9283,92832,south,100.54,38.74,61.8,0.6147,65.0,0.7452,0.5131,13,0,0,0,legit
4116,41164,central,101.1,39.31,61.8,0.6112,485.7,0.6527,0.8473,21,0,0,0,legit
2482,24821,central,280.0,158.65,121.35,0.4334,0.0,0.7243,0.9905,18,0,0,0,legit
2382,23822,east,216.31,144.43,71.88,0.3323,202.4,0.9815,0.7279,20,0,0,0,legit
4582,45822,north,121.77,47.21,74.56,0.6123,5.5,0.9286,0.6123,11,0,0,0,legit
6646,66464,north,172.09,18.94,153.15,0.89,4768.0,0.3459,0.1459,1,0,2,1,fraud
1883,18831,west,180.25,44.47,135.78,0.7533,5.4,0.5337,0.438,12,0,0,0,legit
2139,21393,west,172.87,109.29,63.59,0.3678,258.9,0.837,0.8246,11,0,0,0,legit
3222,32222,central,170.46,158.86,11.6,0.068,18147.9,0.1906,0.165,7,0,2,1,fraud
5346,53463,central,135.96,84.71,51.25,0.3769,13.5,0.799,0.7714,12,0,0,0,legit
2341,23412,south,166.88,72.5,94.38,0.5656,0.0,0.7495,0.8566,11,0,0,0,legit
1314,13143,west,184.01,75.4,108.61,0.5902,133.9,0.6671,0.635,22,0,0,0,legit
5707,57074,north,179.43,39.22,140.2,0.7814,411.8,0.6133,0.7223,11,0,0,0,legit
8077,80774,east,255.3,148.67,106.63,0.4177,246.3,0.7975,0.8996,21,0,0,0,legit
9563,95634,central,99.13,93.34,5.8,0.0585,5900.2,0.14,0.0789,6,0,3,1,fraud
5692,56922,central,144.75,138.19,6.56,0.0453,6292.5,0.1341,0.026,17,0,4,1,fraud
8066,80664,south,186.7,174.3,12.4,0.0664,17548.1,0.0608,0.0453,1,0,4,1,fraud
7200,72003,central,165.32,49.81,115.52,0.6987,0.0,0.6048,0.82,19,0,0,0,legit
8728,87281,south,207.68,76.38,131.31,0.6322,353.6,0.6827,0.5821,9,0,0,0,legit
1015,10153,east,107.28,25.55,81.73,0.7618,192.6,0.7558,0.6089,11,0,0,0,legit
6809,68091,west,187.0,178.57,8.43,0.0451,5836.1,0.1871,0.0564,16,0,4,1,fraud
8925,89251,south,165.19,33.57,131.62,0.7968,65.1,0.7101,0.8025,10,0,0,0,legit
1674,16742,south,180.43,0.16,180.28,0.9991,11418.3,0.2168,0.1455,7,0,4,1,fraud
1175,11751,east,209.94,124.61,85.33,0.4065,0.0,0.9128,0.7908,14,0,0,0,legit
3932,39321,unknown,189.69,15.27,174.43,0.9195,3043.4,0.1879,0.1502,1,0,2,1,fraud
7687,76871,south,217.39,86.11,131.28,0.6039,97.3,0.5804,0.8655,9,0,0,0,legit
3759,37591,unknown,197.56,20.76,176.81,0.8949,15916.0,0.2795,0.2201,17,0,1,0,fraud
4522,45221,east,185.07,94.79,90.27,0.4878,0.0,0.7423,0.9342,18,0,0,0,legit
9663,96634,north,95.1,57.21,37.89,0.3984,0.0,0.5256,0.5543,21,0,0,0,legit
6279,62793,west,151.54,57.61,93.93,0.6198,26.5,0.4819,0.6173,12,0,0,0,legit
6389,63893,central,125.31,47.17,78.15,0.6236,306.2,0.4256,0.9413,19,0,0,0,legit
9233,92332,south,128.55,78.24,50.3,0.3913,0.0,0.5218,0.9714,13,0,0,0,legit
3650,36504,west,182.63,63.15,119.47,0.6542,218.8,0.7853,0.8175,20,0,0,0,legit
2068,20684,south,151.32,105.63,45.68,0.3019,146.3,0.8819,0.6947,12,0,0,0,legit
3640,36402,south,120.3,0.53,119.77,0.9956,3668.4,0.2226,0.1841,17,0,2,1,fraud
4780,47802,east,105.49,49.83,55.66,0.5276,0.0,0.5357,0.9774,18,0,0,0,legit
7170,71704,central,117.65,63.88,53.78,0.4571,128.9,0.8683,0.873,10,0,0,0,legit
8868,88683,unknown,164.27,157.61,6.66,0.0405,13872.3,0.217,0.1496,6,0,4,1,fraud
1868,18683,east,215.72,51.0,164.71,0.7636,70.5,0.7801,0.5832,12,0,0,0,legit
1181,11814,east,172.19,119.74,52.45,0.3046,6.9,0.6379,0.3868,20,0,0,0,legit
9956,99562,west,185.03,43.96,141.07,0.7624,31.9,0.922,0.4047,23,0,0,0,legit
3683,36833,west,280.0,188.16,91.84,0.328,0.0,0.6351,0.413,22,0,0,0,legit
4799,47991,east,241.32,67.09,174.24,0.722,0.0,0.8322,0.7361,17,0,0,0,legit
8511,85112,central,162.89,44.1,118.79,0.7293,232.5,0.7036,0.6247,14,0,0,0,legit
4272,42721,north,142.63,135.74,6.89,0.0483,13160.9,0.3092,0.1542,4,0,3,1,fraud
7163,71634,north,99.29,60.9,38.39,0.3866,88.0,0.9098,0.8533,20,0,0,0,legit
2162,21621,west,195.18,50.82,144.37,0.7396,266.4,0.8408,0.8505,20,0,0,0,legit
4002,40023,unknown,157.7,152.37,5.33,0.0338,14771.4,0.2849,0.1847,1,0,3,1,fraud
8925,89251,central,165.6,114.01,51.59,0.3115,0.0,0.8536,0.6845,10,0,0,0,legit
2381,23812,south,121.93,82.13,39.8,0.3264,150.6,0.6915,0.8893,11,0,0,0,legit
5716,57162,north,161.12,54.53,106.58,0.6615,430.9,0.6797,0.7207,12,0,0,0,legit
2710,27101,south,181.58,90.13,91.45,0.5036,59.2,0.6179,0.6914,19,0,0,0,legit
4246,42464,south,96.82,94.58,2.24,0.0232,10195.2,0.1458,0.1318,2,0,5,1,fraud
3119,31193,north,164.58,58.65,105.92,0.6436,94.0,0.9117,0.5943,21,0,0,0,legit
2938,29381,central,216.54,97.62,118.92,0.5492,125.4,0.7636,0.7671,10,0,0,0,legit
9096,90963,central,200.47,88.59,111.88,0.5581,395.3,0.6209,0.9046,20,0,0,0,legit
8344,83444,south,158.34,97.99,60.35,0.3812,8.7,0.6309,0.9011,19,0,0,0,legit
2344,23441,north,185.37,125.66,59.71,0.3221,0.0,0.8343,0.703,20,0,0,0,legit
9508,95082,east,151.6,143.1,8.5,0.0561,8074.7,0.46,0.0858,1,0,3,1,fraud
7505,75051,north,249.52,163.06,86.46,0.3465,0.0,0.7246,0.6945,13,0,0,0,legit
5499,54991,west,214.64,98.75,115.89,0.5399,208.0,0.8712,0.9484,18,0,0,0,legit
7378,73782,unknown,172.94,163.32,9.62,0.0556,6188.6,0.2869,0.1535,6,0,1,0,fraud
5749,57493,south,194.69,182.37,12.32,0.0633,5669.8,0.1101,0.164,11,0,2,1,fraud
4698,46981,east,142.64,50.4,92.24,0.6467,267.7,0.7381,0.6043,19,0,0,0,legit
3916,39162,west,197.61,119.23,78.38,0.3966,0.0,0.9728,0.6431,18,0,0,0,legit
3557,35571,central,280.0,175.49,104.51,0.3732,168.9,0.903,0.6877,19,0,0,0,legit
6885,68852,west,149.73,36.02,113.72,0.7595,342.2,0.9278,0.6052,10,0,0,0,legit
3002,30021,west,145.42,66.98,78.44,0.5394,441.8,0.6636,0.88,11,0,0,0,legit
1861,18614,central,188.85,86.16,102.69,0.5438,0.0,0.7434,0.6747,9,0,0,0,legit
1605,16052,west,192.06,48.49,143.57,0.7475,22.9,0.8589,0.5841,21,0,0,0,legit
7134,71342,south,147.55,80.0,67.55,0.4578,146.2,0.8401,0.9321,20,0,0,0,legit
9032,90323,east,185.16,56.32,128.84,0.6958,45.0,0.6327,0.8212,13,0,0,0,legit
9125,91253,north,190.26,73.89,116.36,0.6116,495.0,0.9527,0.9727,12,0,0,0,legit
7223,72232,west,145.32,42.98,102.34,0.7042,500.5,0.6075,0.9349,12,0,0,0,legit
2561,25613,east,186.29,59.38,126.91,0.6813,576.6,0.9282,0.8313,20,0,0,0,legit
5200,52004,west,209.4,200.74,8.65,0.0413,10669.3,0.2066,0.213,9,0,3,1,fraud
2332,23321,north,160.23,106.13,54.1,0.3377,166.4,0.8137,0.6402,21,0,0,0,legit
3696,36963,north,181.3,125.53,55.77,0.3076,78.9,0.5596,0.506,18,0,0,0,legit
8597,85974,north,209.78,100.67,109.11,0.5201,20.3,0.571,0.6865,13,0,0,0,legit
8054,80543,east,127.9,58.39,69.52,0.5435,0.0,0.9258,0.6017,11,0,0,0,legit
2387,23874,central,133.64,3.76,129.88,0.9719,8108.0,0.5,0.0586,20,0,3,1,fraud
2535,25353,east,164.36,151.43,12.92,0.0786,14139.4,0.5,0.35,4,0,2,1,fraud
9570,95703,south,202.74,126.32,76.42,0.377,663.7,0.667,0.9208,20,0,0,0,legit
1354,13541,west,122.17,40.05,82.12,0.6722,264.0,0.8425,0.7879,18,0,0,0,legit
5494,54943,central,182.53,96.44,86.08,0.4716,19.8,0.7573,0.5682,12,0,0,0,legit
9361,93611,west,193.99,1.46,192.52,0.9924,18384.1,0.1532,0.0557,5,0,4,1,fraud
2066,20661,central,214.62,103.21,111.41,0.5191,247.8,0.8223,0.5802,18,0,0,0,legit
2857,28572,north,163.2,81.2,82.0,0.5024,142.6,0.7729,0.6687,11,0,0,0,legit
4278,42784,south,138.69,36.9,101.78,0.7339,0.0,0.8994,0.9284,20,0,0,0,legit
3121,31214,west,151.02,68.8,82.22,0.5444,92.6,0.9441,0.3954,19,0,0,0,legit
9575,95753,west,151.06,64.67,86.39,0.5719,269.4,0.4592,0.7575,18,0,0,0,legit
3658,36583,west,238.31,129.92,108.39,0.4548,784.0,0.9796,0.5562,12,0,0,0,legit
5019,50192,unknown,180.68,164.93,15.75,0.0871,15006.9,0.0898,0.0778,3,0,4,1,fraud
7773,77734,south,139.16,53.8,85.36,0.6134,231.7,0.5921,0.875,12,0,0,0,legit
7891,78914,east,184.34,72.61,111.73,0.6061,11.1,0.5859,0.8413,9,0,0,0,legit
1823,18234,north,237.62,98.6,139.02,0.585,249.4,0.786,0.6383,13,0,0,0,legit
5008,50083,east,159.87,11.99,147.87,0.925,10851.5,0.0165,0.0589,10,0,4,1,fraud
4354,43542,west,216.33,113.69,102.63,0.4744,533.3,0.824,0.9208,21,0,0,0,legit
6016,60164,north,177.89,118.23,59.66,0.3354,0.0,0.8418,0.9353,19,0,0,0,legit
2639,26393,east,213.92,51.66,162.26,0.7585,0.0,0.6296,0.4958,13,0,0,0,legit
2973,29733,south,152.79,65.64,87.15,0.5704,311.0,0.4019,0.8007,22,0,0,0,legit
4831,48312,west,232.26,83.73,148.54,0.6395,262.6,0.6368,0.7511,19,0,0,0,legit
6337,63372,south,114.84,4.97,109.88,0.9568,5542.3,0.4996,0.0179,2,0,4,1,fraud
3562,35624,east,159.58,37.57,122.01,0.7646,592.8,0.6211,0.6549,12,0,0,0,legit
9211,92112,south,163.59,98.0,65.59,0.4009,66.2,0.7448,0.539,19,0,0,0,legit
6971,69713,central,144.89,44.22,100.68,0.6948,357.7,0.54,0.6716,18,0,0,0,legit
3604,36042,south,267.18,118.89,148.29,0.555,54.9,0.8564,0.7414,20,0,0,0,legit
3218,32183,north,114.39,71.92,42.47,0.3713,277.2,0.674,0.7522,20,0,0,0,legit
3384,33841,west,160.15,32.58,127.56,0.7965,328.8,0.7312,0.7978,20,0,0,0,legit
8114,81144,west,244.65,99.01,145.63,0.5953,440.2,0.8004,0.88,10,0,0,0,legit
5824,58244,east,95.72,21.99,73.73,0.7702,624.2,0.6039,0.8694,20,0,0,0,legit
9637,96372,east,106.12,5.44,100.68,0.9487,5945.7,0.0907,0.1124,3,0,5,1,fraud
7483,74832,west,163.75,58.99,104.76,0.6398,432.4,0.6881,0.4907,11,0,0,0,legit
3030,30301,west,227.79,159.05,68.74,0.3018,0.0,0.749,0.733,18,0,0,0,legit
5814,58144,east,108.68,37.56,71.12,0.6544,191.4,0.9047,0.7227,19,0,0,0,legit
7155,71552,north,131.91,72.62,59.29,0.4495,0.0,0.5679,0.8998,9,0,0,0,legit
6141,61413,west,183.02,173.61,9.42,0.0514,4411.6,0.1416,0.2207,7,0,1,0,fraud
3490,34903,south,235.75,60.63,175.12,0.7428,510.3,0.7704,0.6176,20,0,0,0,legit
2185,21854,south,163.64,60.91,102.73,0.6278,0.0,0.3876,0.8442,10,0,0,0,legit
2606,26063,east,171.7,93.55,78.15,0.4552,490.3,0.7922,0.519,8,0,0,0,legit
1905,19053,west,179.8,85.84,93.96,0.5226,253.6,0.68,0.966,11,0,0,0,legit
8050,80502,east,175.67,81.69,93.97,0.535,53.7,0.993,0.93,17,0,0,0,legit
3577,35771,south,175.57,85.78,89.79,0.5114,711.8,0.6369,0.7885,17,0,0,0,legit
9736,97364,north,168.88,43.52,125.35,0.7423,38.1,0.9731,0.7633,19,0,0,0,legit
6648,66481,unknown,101.21,96.74,4.48,0.0442,15052.3,0.2114,0.0358,16,0,4,1,fraud
6515,65154,south,108.29,27.41,80.88,0.7469,478.4,0.5662,0.5611,21,0,0,0,legit
4576,45764,east,149.19,92.85,56.33,0.3776,617.6,0.7203,0.8346,12,0,0,0,legit
7346,73461,south,128.23,25.69,102.54,0.7996,0.0,0.8693,0.9743,19,0,0,0,legit
1756,17563,central,192.57,39.73,152.84,0.7937,481.9,0.7675,0.9135,13,0,0,0,legit
6997,69973,south,190.33,41.83,148.5,0.7802,594.0,0.5234,0.7915,20,0,0,0,legit
9369,93694,north,150.14,30.52,119.61,0.7967,44.8,0.9476,0.639,11,0,0,0,legit
9955,99554,east,164.59,39.6,124.99,0.7594,0.0,0.7142,0.7208,20,0,0,0,legit
6029,60294,north,144.14,32.7,111.45,0.7732,139.9,0.7483,0.8931,19,0,0,0,legit
3528,35281,north,191.75,58.94,132.81,0.6926,0.0,0.5846,0.6406,18,0,0,0,legit
6682,66824,north,132.43,37.45,94.98,0.7172,0.0,0.7786,0.6572,18,0,0,0,legit
